HWSD2_SMU_ID,SEQUENCE,TOPDEP,PH_WATER,TOTAL_N,ORG_CARBON,CEC_SOIL,CLAY,SAND,SILT,WRB4,SHARE
16810,1,40,6.5,0.40000001,0.34200001,6,13,70,17,RGeu,50
17612,2,0,5.5999999,0.44999999,0.31,6,13,71,16,ALha,30
17612,2,20,5.6999998,0.28999999,0.26300001,7,17,66,17,ALha,30
17612,2,40,5.5999999,0.52999997,0.22400001,9,23,60,17,ALha,30
17612,2,60,5.3000002,0.47,0.178,9,22,63,15,ALha,30
17612,2,80,5.5999999,0.44,0.132,8,20,66,14,ALha,30
17612,2,100,5,0.44,0.15900001,7,27,40,33,ALha,30
17612,2,150,5.0999999,0.41,0.122,10,25,43,32,ALha,30
17606,2,0,5.1999998,3.6600001,5.8769999,27,29,27,44,UMal,35
17606,2,20,5.1999998,1.27,1.75,20,32,26,42,UMal,35
17606,2,40,5.1999998,0.91000003,0.912,19,34,26,40,UMal,35
17606,2,60,5.1999998,0.66000003,0.62699997,18,35,27,38,UMal,35
17606,2,80,5.1999998,0.61000001,0.55199999,17,34,28,38,UMal,35
17606,2,100,5.1999998,0.54000002,0.35999998,18,32,32,36,UMal,35
17606,2,150,5.1999998,0.47999999,0.27599999,16,28,36,36,UMal,35
32142,1,0,6.5999999,0.25,0.24000001,3,5,90,5,AR,100
32142,1,20,6.5,0.20999999,0.17399999,3,6,89,5,AR,100
32142,1,40,6.5,0.19,0.139,3,6,89,5,AR,100
32142,1,60,6.5,0.16,0.112,3,6,89,5,AR,100
32142,1,80,6.5,0.17,0.11799999,3,7,88,5,AR,100
32142,1,100,6.5999999,0.16,0.111,3,7,88,5,AR,100
32142,1,150,6.5,0.1,0.079999998,3,7,88,5,AR,100
27017,5,0,6.4000001,0.49000001,0.72500002,5,7,87,6,ARbr,5
27017,5,20,6.4000001,0.28,0.38599998,3,7,87,6,ARbr,5
27017,5,40,6.5,0.25,0.28399998,3,7,86,7,ARbr,5
27017,5,60,6.5999999,0.22,0.183,3,8,84,8,ARbr,5
27017,5,80,6.8000002,0.19,0.126,5,9,82,9,ARbr,5
27017,5,100,6.5999999,0.19,0.108,2,5,90,5,ARbr,5
27017,5,150,6.8000002,0.1,0.082999997,3,5,91,4,ARbr,5
26920,1,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,100
16907,1,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,80
17614,1,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,100
16906,1,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,70
27030,1,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,80
27024,4,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,10
17602,1,0,6.9000001,0.22,0.24200001,4,6,89,5,ARbr,100
26920,1,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,100
16907,1,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,80
17614,1,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,100
16906,1,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,70
27030,1,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,80
27024,4,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,10
17602,1,20,6.8000002,0.22,0.171,4,6,89,5,ARbr,100
26920,1,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,100
16907,1,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,80
17614,1,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,100
16906,1,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,70
27030,1,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,80
27024,4,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,10
17602,1,40,6.6999998,0.22,0.14199999,4,5,90,5,ARbr,100
26920,1,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,100
16907,1,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,80
17614,1,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,100
16906,1,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,70
27030,1,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,80
27024,4,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,10
17602,1,60,6.8000002,0.20999999,0.103,4,5,89,6,ARbr,100
26920,1,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,100
16907,1,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,80
17614,1,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,100
16906,1,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,70
27030,1,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,80
27024,4,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,10
17602,1,80,6.8000002,0.22,0.102,4,5,89,6,ARbr,100
26920,1,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,100
16907,1,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,80
17614,1,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,100
16906,1,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,70
27030,1,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,80
27024,4,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,10
17602,1,100,6.9000001,0.23,0.10700001,4,5,89,6,ARbr,100
26920,1,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,100
16907,1,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,80
17614,1,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,100
16906,1,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,70
27030,1,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,80
27024,4,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,10
17602,1,150,7.4000001,0.1,0.096000001,4,6,88,6,ARbr,100
26993,3,0,8,0.25999999,0.255,5,6,88,6,ARca,20
26914,1,0,8,0.25999999,0.255,5,6,88,6,ARca,70
26915,1,0,8,0.25999999,0.255,5,6,88,6,ARca,100
26916,1,0,8,0.25999999,0.255,5,6,88,6,ARca,100
26987,3,0,8,0.25999999,0.255,5,6,88,6,ARca,20
26918,1,0,8,0.25999999,0.255,5,6,88,6,ARca,60
26935,2,0,8,0.25999999,0.255,5,6,88,6,ARca,30
26917,1,0,8,0.25999999,0.255,5,6,88,6,ARca,100
26989,3,0,8,0.25999999,0.255,5,6,88,6,ARca,30
26919,1,0,8,0.25999999,0.255,5,6,88,6,ARca,100
26993,3,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,20
26914,1,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,70
26915,1,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,100
26916,1,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,100
26987,3,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,20
26918,1,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,60
26935,2,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,30
26917,1,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,100
26989,3,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,30
26919,1,20,8.3000002,0.23,0.20899999,4,7,87,6,ARca,100
26993,3,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,20
26914,1,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,70
26915,1,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,100
26916,1,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,100
26987,3,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,20
26918,1,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,60
26935,2,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,30
26917,1,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,100
26989,3,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,30
26919,1,40,8.3999996,0.19,0.15700001,4,7,88,5,ARca,100
26993,3,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,20
26914,1,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,70
26915,1,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,100
26916,1,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,100
26987,3,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,20
26918,1,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,60
26935,2,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,30
26917,1,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,100
26989,3,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,30
26919,1,60,8.3999996,0.20999999,0.14299999,4,7,88,5,ARca,100
26993,3,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,20
26914,1,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,70
26915,1,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,100
26916,1,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,100
26987,3,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,20
26918,1,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,60
26935,2,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,30
26917,1,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,100
26989,3,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,30
26919,1,80,8.3999996,0.20999999,0.148,4,8,87,5,ARca,100
26993,3,100,8.5,0.20999999,0.12,4,8,86,6,ARca,20
26914,1,100,8.5,0.20999999,0.12,4,8,86,6,ARca,70
26915,1,100,8.5,0.20999999,0.12,4,8,86,6,ARca,100
26916,1,100,8.5,0.20999999,0.12,4,8,86,6,ARca,100
26987,3,100,8.5,0.20999999,0.12,4,8,86,6,ARca,20
26918,1,100,8.5,0.20999999,0.12,4,8,86,6,ARca,60
26935,2,100,8.5,0.20999999,0.12,4,8,86,6,ARca,30
26917,1,100,8.5,0.20999999,0.12,4,8,86,6,ARca,100
26989,3,100,8.5,0.20999999,0.12,4,8,86,6,ARca,30
26919,1,100,8.5,0.20999999,0.12,4,8,86,6,ARca,100
26993,3,150,8.3000002,0.1,0.141,4,10,83,7,ARca,20
26914,1,150,8.3000002,0.1,0.141,4,10,83,7,ARca,70
26915,1,150,8.3000002,0.1,0.141,4,10,83,7,ARca,100
26916,1,150,8.3000002,0.1,0.141,4,10,83,7,ARca,100
26987,3,150,8.3000002,0.1,0.141,4,10,83,7,ARca,20
26918,1,150,8.3000002,0.1,0.141,4,10,83,7,ARca,60
26935,2,150,8.3000002,0.1,0.141,4,10,83,7,ARca,30
26917,1,150,8.3000002,0.1,0.141,4,10,83,7,ARca,100
26989,3,150,8.3000002,0.1,0.141,4,10,83,7,ARca,30
26919,1,150,8.3000002,0.1,0.141,4,10,83,7,ARca,100
16175,3,0,6.6999998,0.31999999,0.259,4,5,90,5,AR,20
27031,1,0,6.6999998,0.31999999,0.259,4,5,90,5,AR,100
26911,3,0,6.6999998,0.31999999,0.259,4,5,90,5,AR,20
16175,3,20,6.5999999,0.31,0.175,3,5,91,4,AR,20
27031,1,20,6.5999999,0.31,0.175,3,5,91,4,AR,100
26911,3,20,6.5999999,0.31,0.175,3,5,91,4,AR,20
16175,3,40,6.5999999,0.23,0.15000001,3,5,90,5,AR,20
27031,1,40,6.5999999,0.23,0.15000001,3,5,90,5,AR,100
26911,3,40,6.5999999,0.23,0.15000001,3,5,90,5,AR,20
16175,3,60,6.6999998,0.22,0.112,3,5,91,4,AR,20
27031,1,60,6.6999998,0.22,0.112,3,5,91,4,AR,100
26911,3,60,6.6999998,0.22,0.112,3,5,91,4,AR,20
16175,3,80,6.6999998,0.22,0.111,3,5,90,5,AR,20
27031,1,80,6.6999998,0.22,0.111,3,5,90,5,AR,100
26911,3,80,6.6999998,0.22,0.111,3,5,90,5,AR,20
16175,3,100,6.6999998,0.17,0.10399999,3,5,90,5,AR,20
27031,1,100,6.6999998,0.17,0.10399999,3,5,90,5,AR,100
26911,3,100,6.6999998,0.17,0.10399999,3,5,90,5,AR,20
16175,3,150,7.0999999,0.22,0.066,3,5,90,5,AR,20
27031,1,150,7.0999999,0.22,0.066,3,5,90,5,AR,100
26911,3,150,7.0999999,0.22,0.066,3,5,90,5,AR,20
27009,1,0,5.9000001,0.18000001,0.25799999,2,6,90,4,ARse ,100
26972,3,0,5.9000001,0.18000001,0.25799999,2,6,90,4,ARse ,15
17587,1,0,5.9000001,0.18000001,0.25799999,2,6,90,4,ARse ,100
27009,1,20,5.8000002,0.15000001,0.18700001,2,7,89,4,ARse ,100
26972,3,20,5.8000002,0.15000001,0.18700001,2,7,89,4,ARse ,15
17587,1,20,5.8000002,0.15000001,0.18700001,2,7,89,4,ARse ,100
27009,1,40,5.6999998,0.11,0.147,2,7,89,4,ARse ,100
26972,3,40,5.6999998,0.11,0.147,2,7,89,4,ARse ,15
17587,1,40,5.6999998,0.11,0.147,2,7,89,4,ARse ,100
27009,1,60,5.5999999,0.079999998,0.11,2,7,89,4,ARse ,100
26972,3,60,5.5999999,0.079999998,0.11,2,7,89,4,ARse ,15
17587,1,60,5.5999999,0.079999998,0.11,2,7,89,4,ARse ,100
27009,1,80,5.5999999,0.07,0.114,2,7,90,3,ARse ,100
26972,3,80,5.5999999,0.07,0.114,2,7,90,3,ARse ,15
17587,1,80,5.5999999,0.07,0.114,2,7,90,3,ARse ,100
27009,1,100,5.6999998,0.1,0.091000006,2,7,90,3,ARse ,100
26972,3,100,5.6999998,0.1,0.091000006,2,7,90,3,ARse ,15
17587,1,100,5.6999998,0.1,0.091000006,2,7,90,3,ARse ,100
27009,1,150,5.5999999,0.14,0.068000004,2,7,90,3,ARse ,100
26972,3,150,5.5999999,0.14,0.068000004,2,7,90,3,ARse ,15
17587,1,150,5.5999999,0.14,0.068000004,2,7,90,3,ARse ,100
32143,1,0,8.1000004,0.76999998,0.68400002,14,18,53,29,CL,100
32143,1,20,8.1999998,0.58999997,0.50100005,14,22,49,29,CL,100
32143,1,40,8.3000002,0.5,0.382,13,22,48,30,CL,100
32143,1,60,8.3999996,0.43000001,0.292,13,22,47,31,CL,100
32143,1,80,8.3999996,0.36000001,0.233,12,21,49,30,CL,100
32143,1,100,8.3999996,0.30000001,0.169,11,19,52,29,CL,100
32143,1,150,8.3999996,0.23,0.139,11,17,54,29,CL,100
32144,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
27022,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
26966,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
26968,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,10
16678,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
26954,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
16813,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
16672,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,30
16677,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,10
27012,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
27011,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
16814,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
17612,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,70
27010,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
16912,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,80
16913,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,70
16914,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,80
16915,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
16916,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,70
16863,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,50
16927,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
27036,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,10
16859,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
16922,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,50
16883,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
26965,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,30
26964,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,30
16911,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,70
26963,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
16660,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
26956,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
16858,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,30
16857,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,80
16827,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
16938,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
16659,3,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,20
16954,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,10
16856,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
26906,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
26923,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,60
26922,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,80
26921,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
26941,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,40
26927,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,90
26928,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
26925,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,60
26929,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,80
26924,2,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,50
26926,1,0,8.1999998,0.80000001,0.69699997,14,18,49,33,CLha,100
32144,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
27022,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
26966,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
26968,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,10
16678,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
26954,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
16813,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
16672,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,30
16677,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,10
27012,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
27011,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
16814,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
17612,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,70
27010,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
16912,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,80
16913,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,70
16914,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,80
16915,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
16916,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,70
16863,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,50
16927,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
27036,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,10
16859,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
16922,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,50
16883,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
26965,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,30
26964,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,30
16911,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,70
26963,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
16660,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
26956,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
16858,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,30
16857,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,80
16827,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
16938,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
16659,3,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,20
16954,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,10
16856,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
26906,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
26923,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,60
26922,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,80
26921,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
26941,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,40
26927,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,90
26928,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
26925,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,60
26929,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,80
26924,2,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,50
26926,1,20,8.3000002,0.56999999,0.51700002,14,21,46,33,CLha,100
32144,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
27022,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
26966,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
26968,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,10
16678,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
26954,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
16813,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
16672,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,30
16677,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,10
27012,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
27011,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
16814,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
17612,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,70
27010,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
16912,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,80
16913,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,70
16914,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,80
16915,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
16916,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,70
16863,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,50
16927,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
27036,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,10
16859,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
16922,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,50
16883,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
26965,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,30
26964,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,30
16911,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,70
26963,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
16660,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
26956,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
16858,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,30
16857,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,80
16827,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
16938,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
16659,3,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,20
16954,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,10
16856,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
26906,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
26923,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,60
26922,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,80
26921,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
26941,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,40
26927,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,90
26928,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
26925,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,60
26929,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,80
26924,2,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,50
26926,1,40,8.3999996,0.47,0.39000002,13,22,44,34,CLha,100
32144,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,100
27022,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,20
26966,3,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,20
26968,3,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,10
16678,3,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,20
26954,3,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,20
16813,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,40
16672,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,30
16677,3,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,10
27012,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,100
27011,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,100
16814,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,40
17612,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,70
27010,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,100
16912,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,80
16913,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,70
16914,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,80
16915,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,100
16916,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,70
16863,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,50
16927,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,40
27036,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,10
16859,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,40
16922,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,50
16883,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,20
26965,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,30
26964,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,30
16911,1,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,70
26963,2,60,8.3999996,0.41,0.30500001,12,21,45,34,CLha,40
